Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2023-05-01,GOOG,107.72000122070312,108.68000030517578,107.5,107.70999908447266,107.70999908447266,20926300.0
2023-05-01,MSFT,306.9700012207031,308.6000061035156,305.1499938964844,305.5599975585937,303.0726013183594,21294100.0
2023-05-01,NFLX,329.44000244140625,331.2300109863281,318.0899963378906,324.1199951171875,324.1199951171875,5341500.0
2023-05-01,TSLA,163.1699981689453,163.27999877929688,158.8300018310547,161.8300018310547,161.8300018310547,109015000.0
2023-05-02,AAPL,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,167.6451416015625,48425700.0
2023-05-02,GOOG,107.66000366210938,107.7300033569336,104.5,105.9800033569336,105.9800033569336,20343100.0
2023-05-02,MSFT,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,302.923828125,26404400.0
2023-05-02,NFLX,325.0,326.07000732421875,315.6199951171875,317.54998779296875,317.54998779296875,4318600.0
2023-05-02,TSLA,161.8800048828125,165.49000549316406,158.92999267578125,160.30999755859375,160.30999755859375,128259700.0
2023-05-03,AAPL,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.56094360351562,65136000.0
2023-05-03,GOOG,106.22000122070312,108.12999725341795,105.62000274658205,106.12000274658205,106.12000274658205,17116300.0
2023-05-03,MSFT,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,301.9220275878906,22360800.0
2023-05-03,NFLX,317.54998779296875,324.6199951171875,315.8500061035156,319.29998779296875,319.29998779296875,5064100.0
2023-05-03,TSLA,160.00999450683594,165.0,159.91000366210938,160.61000061035156,160.61000061035156,119728000.0
2023-05-04,AAPL,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,164.9097442626953,81235400.0
2023-05-04,GOOG,106.16000366210938,106.3000030517578,104.6999969482422,105.20999908447266,105.20999908447266,19780600.0
2023-05-04,MSFT,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,302.923828125,22519900.0
2023-05-04,NFLX,319.010009765625,323.6099853515625,317.95001220703125,320.7799987792969,320.7799987792969,3879700.0
2023-05-04,TSLA,162.7100067138672,162.9499969482422,159.64999389648438,161.1999969482422,161.1999969482422,95108500.0
2023-05-05,AAPL,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,172.64845275878906,113316400.0
2023-05-05,GOOG,105.31999969482422,106.44000244140624,104.73899841308594,106.21499633789062,106.21499633789062,20705300.0
2023-05-05,MSFT,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,308.12115478515625,28181200.0
2023-05-05,NFLX,323.6099853515625,324.1499938964844,319.44000244140625,322.760009765625,322.760009765625,3988600.0
2023-05-05,TSLA,163.97000122070312,170.7899932861328,163.50999450683594,170.05999755859375,170.05999755859375,107440900.0
2023-05-08,AAPL,172.47999572753906,173.85000610351562,172.11000061035156,173.5,172.57882690429688,55962800.0
2023-05-08,GOOG,105.79499816894533,108.41999816894533,105.79000091552734,108.23999786376952,108.23999786376952,17266000.0
2023-05-08,MSFT,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,306.137451171875,21318600.0
2023-05-08,NFLX,322.989990234375,332.5599975585937,322.0299987792969,331.2099914550781,331.2099914550781,5488600.0
2023-05-08,TSLA,173.72000122070312,173.8000030517578,169.19000244140625,171.7899932861328,171.7899932861328,112249400.0
2023-05-09,AAPL,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,170.85801696777344,45326900.0
2023-05-09,GOOG,108.77999877929688,110.59500122070312,107.7249984741211,107.94000244140624,107.94000244140624,24782400.0
2023-05-09,MSFT,308.0,310.0400085449219,306.3099975585937,307.0,304.5008544921875,21340800.0
2023-05-09,NFLX,330.6700134277344,336.32000732421875,329.739990234375,332.1400146484375,332.1400146484375,5544900.0
2023-05-09,TSLA,168.9499969482422,169.82000732421875,166.55999755859375,169.14999389648438,169.14999389648438,88965000.0
2023-05-10,AAPL,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,172.6385040283203,53724500.0
2023-05-10,GOOG,108.5500030517578,113.51000213623048,108.4800033569336,112.27999877929688,112.27999877929688,47533500.0
2023-05-10,MSFT,308.6199951171875,313.0,307.6700134277344,312.3099975585937,309.7676086425781,30078000.0
2023-05-10,NFLX,335.2099914550781,337.1099853515625,329.510009765625,335.4200134277344,335.4200134277344,4289900.0
2023-05-10,TSLA,172.5500030517578,174.42999267578125,166.67999267578125,168.5399932861328,168.5399932861328,119840700.0
2023-05-11,AAPL,173.85000610351562,174.58999633789062,172.1699981689453,173.75,172.82749938964844,49514700.0
2023-05-11,GOOG,115.86000061035156,118.44000244140624,114.93000030517578,116.9000015258789,116.9000015258789,57115100.0
2023-05-11,MSFT,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,307.5855407714844,31680200.0
2023-05-11,NFLX,334.9800109863281,345.4700012207031,331.8399963378906,344.760009765625,344.760009765625,8033500.0
2023-05-11,TSLA,168.6999969482422,173.57000732421875,166.7899932861328,172.0800018310547,172.0800018310547,103889900.0
2023-05-12,AAPL,173.6199951171875,174.05999755859375,171.0,172.57000732421875,171.8911895751953,45497800.0
2023-05-12,GOOG,117.0,118.26000213623048,116.5500030517578,117.91999816894533,117.91999816894533,31272500.0
2023-05-12,MSFT,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,306.4548645019531,19758100.0
2023-05-12,NFLX,344.760009765625,348.1700134277344,337.3599853515625,339.8900146484375,339.8900146484375,6079900.0
2023-05-12,TSLA,176.07000732421875,177.3800048828125,167.22999572753906,167.97999572753906,167.97999572753906,157577100.0
2023-05-15,AAPL,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.39317321777344,37266700.0
2023-05-15,GOOG,116.48999786376952,118.79499816894533,116.4800033569336,116.95999908447266,116.95999908447266,22107900.0
2023-05-15,MSFT,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,306.9408264160156,16336500.0
2023-05-15,NFLX,340.6199951171875,341.8999938964844,335.5400085449219,335.8900146484375,335.8900146484375,3653000.0
2023-05-15,TSLA,167.66000366210938,169.75999450683594,164.5500030517578,166.35000610351562,166.35000610351562,105592500.0
2023-05-16,AAPL,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.39317321777344,42110300.0
2023-05-16,GOOG,116.83000183105467,121.1999969482422,116.83000183105467,120.08999633789062,120.08999633789062,32370100.0
2023-05-16,MSFT,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,309.2023010253906,26730300.0
2023-05-16,NFLX,334.0,335.1700134277344,331.9100036621094,333.75,333.75,3332200.0
2023-05-16,TSLA,165.64999389648438,169.52000427246094,164.35000610351562,166.52000427246094,166.52000427246094,98288800.0
2023-05-17,AAPL,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.01072692871094,57951600.0
2023-05-17,GOOG,120.18000030517578,122.27999877929688,119.45999908447266,121.4800033569336,121.4800033569336,26659600.0
2023-05-17,MSFT,312.2900085449219,314.42999267578125,310.739990234375,314.0,312.1247253417969,24315000.0
2023-05-17,NFLX,331.760009765625,341.3800048828125,329.6199951171875,339.9599914550781,339.9599914550781,3958800.0
2023-05-17,TSLA,168.41000366210938,174.5,167.19000244140625,173.86000061035156,173.86000061035156,125473600.0
2023-05-18,AAPL,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.36143493652344,65496700.0
2023-05-18,GOOG,121.55999755859376,123.9000015258789,121.48999786376952,123.5199966430664,123.5199966430664,27014500.0
2023-05-18,MSFT,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,316.61773681640625,27276000.0
2023-05-18,NFLX,347.25,375.8699951171875,346.3699951171875,371.2900085449219,371.2900085449219,20925200.0
2023-05-18,TSLA,174.22000122070312,177.05999755859375,172.4499969482422,176.88999938964844,176.88999938964844,109520300.0
2023-05-19,AAPL,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.4710235595703,55772400.0
2023-05-19,GOOG,124.1999969482422,126.47899627685548,122.72000122070312,123.25,123.25,30251300.0
2023-05-19,MSFT,316.739990234375,318.75,316.3699951171875,318.3399963378906,316.43878173828125,27529500.0
2023-05-19,NFLX,369.8599853515625,369.989990234375,363.80999755859375,365.3599853515625,365.3599853515625,7850900.0
2023-05-19,TSLA,177.1699981689453,181.9499969482422,176.30999755859375,180.13999938964844,180.13999938964844,136024200.0
2023-05-22,AAPL,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.51478576660156,43570900.0
2023-05-22,GOOG,123.51000213623048,127.0500030517578,123.4499969482422,125.87000274658205,125.87000274658205,29760200.0
2023-05-22,MSFT,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,319.2618408203125,24115700.0
2023-05-22,NFLX,365.3599853515625,372.010009765625,362.5,363.010009765625,363.010009765625,5406400.0
2023-05-22,TSLA,180.6999969482422,189.32000732421875,180.11000061035156,188.8699951171875,188.8699951171875,132001400.0
2023-05-23,AAPL,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,170.8851776123047,50747300.0
2023-05-23,GOOG,124.93000030517578,125.41999816894533,123.0500030517578,123.29000091552734,123.29000091552734,24477900.0
2023-05-23,MSFT,320.0299987792969,322.7200012207031,315.25,315.260009765625,313.377197265625,30797200.0
2023-05-23,NFLX,360.239990234375,364.1700134277344,354.3099975585937,355.989990234375,355.989990234375,6866100.0
2023-05-23,TSLA,186.1999969482422,192.9600067138672,185.259994506836,185.7700042724609,185.7700042724609,156952100.0
2023-05-24,AAPL,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.1640625,45143500.0
2023-05-24,GOOG,121.87999725341795,122.75,120.75,121.63999938964844,121.63999938964844,23087900.0
2023-05-24,MSFT,314.7300109863281,316.5,312.6099853515625,313.8500061035156,311.9756164550781,23384900.0
2023-05-24,NFLX,356.92999267578125,367.1499938964844,356.6300048828125,364.8500061035156,364.8500061035156,7973300.0
2023-05-24,TSLA,182.22999572753903,184.22000122070312,178.22000122070312,182.8999938964844,182.8999938964844,137605100.0
2023-05-25,AAPL,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.30953979492188,56058300.0
2023-05-25,GOOG,125.20999908447266,125.9800033569336,122.9000015258789,124.3499984741211,124.3499984741211,33812700.0
2023-05-25,MSFT,323.239990234375,326.8999938964844,320.0,325.9200134277344,323.9735717773437,43301700.0
2023-05-25,NFLX,359.6099853515625,367.4500122070313,357.4200134277344,359.0,359.0,6263100.0
2023-05-25,TSLA,186.5399932861328,186.77999877929688,180.5800018310547,184.47000122070312,184.47000122070312,96870700.0
2023-05-26,AAPL,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,174.7399444580078,54835000.0
2023-05-26,GOOG,124.06500244140624,126.0,123.29000091552734,125.43000030517578,125.43000030517578,25154700.0
2023-05-26,MSFT,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,330.90191650390625,36630600.0
2023-05-26,NFLX,361.1000061035156,383.760009765625,356.0,378.8800048828125,378.8800048828125,9360400.0
2023-05-26,TSLA,184.6199951171875,198.6000061035156,184.52999877929688,193.1699981689453,193.1699981689453,162061500.0
2023-05-30,AAPL,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,176.6025848388672,55964400.0
2023-05-30,GOOG,126.29000091552734,126.37999725341795,122.88999938964844,124.63999938964844,124.63999938964844,27230700.0
2023-05-30,MSFT,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,329.2319641113281,29503100.0
2023-05-30,NFLX,397.4800109863281,405.1099853515625,385.7900085449219,392.9800109863281,392.9800109863281,10865000.0
2023-05-30,TSLA,200.1000061035156,204.47999572753903,197.52999877929688,201.16000366210932,201.16000366210932,128818700.0
2023-05-31,AAPL,177.3300018310547,179.35000610351562,176.75999450683594,177.25,176.55279541015625,99625300.0
2023-05-31,GOOG,123.6999969482422,124.9000015258789,123.0999984741211,123.37000274658205,123.37000274658205,41548800.0
2023-05-31,MSFT,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,326.4288024902344,45950600.0
2023-05-31,NFLX,391.8900146484375,396.260009765625,388.9100036621094,395.2300109863281,395.2300109863281,6988000.0
2023-05-31,TSLA,199.77999877929688,203.9499969482422,195.1199951171875,203.92999267578125,203.92999267578125,150711700.0
2023-06-01,AAPL,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.38160705566406,68901800.0
2023-06-01,GOOG,123.5,125.04000091552734,123.3000030517578,124.37000274658205,124.37000274658205,25017700.0
2023-06-01,MSFT,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,330.59375,26773900.0
2023-06-01,NFLX,397.4100036621094,407.5199890136719,393.0799865722656,403.1300048828125,403.1300048828125,7160100.0
2023-06-01,TSLA,202.58999633789065,209.8000030517578,199.3699951171875,207.5200042724609,207.5200042724609,148029900.0
2023-06-02,AAPL,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.2382202148437,61945900.0
2023-06-02,GOOG,124.48999786376952,126.74500274658205,124.3499984741211,125.2300033569336,125.2300033569336,19362400.0
2023-06-02,MSFT,334.25,337.5,332.54998779296875,335.3999938964844,333.3969116210937,25864000.0
2023-06-02,NFLX,402.8900146484375,406.5799865722656,395.8999938964844,400.4700012207031,400.4700012207031,5897300.0
2023-06-02,TSLA,210.1499938964844,217.25,209.75,213.97000122070312,213.97000122070312,164129000.0
2023-06-05,AAPL,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,178.8736114501953,121946500.0
2023-06-05,GOOG,124.61000061035156,127.98999786376952,124.37999725341795,126.62999725341795,126.62999725341795,22672500.0
2023-06-05,MSFT,335.2200012207031,338.5599975585937,334.6600036621094,335.94000244140625,333.9337158203125,21307100.0
2023-06-05,NFLX,400.4700012207031,413.8599853515625,400.1499938964844,403.5400085449219,403.5400085449219,7247400.0
2023-06-05,TSLA,217.8000030517578,221.2899932861328,214.5200042724609,217.6100006103516,217.6100006103516,151143100.0
2023-06-06,AAPL,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.5050811767578,64848400.0
2023-06-06,GOOG,126.5999984741211,128.8800048828125,125.97000122070312,127.91000366210938,127.91000366210938,19450100.0
2023-06-06,MSFT,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,331.68719482421875,20396200.0
2023-06-06,NFLX,405.0,405.1199951171875,396.9299926757813,399.2900085449219,399.2900085449219,4991500.0
2023-06-06,TSLA,216.13999938964844,221.91000366210932,212.52999877929688,221.3099975585937,221.3099975585937,146911600.0
2023-06-07,AAPL,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.12054443359375,61944600.0
2023-06-07,GOOG,127.5749969482422,129.5500030517578,122.62999725341795,122.94000244140624,122.94000244140624,34179300.0
2023-06-07,MSFT,331.6499938964844,334.489990234375,322.5,323.3800048828125,321.4486999511719,40717100.0
2023-06-07,NFLX,410.4299926757813,418.9500122070313,399.2300109863281,399.7699890136719,399.7699890136719,11932400.0
2023-06-07,TSLA,228.0,230.8300018310547,223.1999969482422,224.57000732421875,224.57000732421875,185710800.0
2023-06-08,AAPL,177.89999389648438,180.83999633789065,177.4600067138672,180.57000732421875,179.85972595214844,50214900.0
2023-06-08,GOOG,122.58499908447266,123.7300033569336,122.01000213623048,122.66999816894533,122.66999816894533,24815000.0
2023-06-08,MSFT,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,323.3175048828125,23277700.0
2023-06-08,NFLX,399.7699890136719,409.5400085449219,396.3399963378906,409.3699951171875,409.3699951171875,5991100.0
2023-06-08,TSLA,224.22000122070312,235.22999572753903,223.009994506836,234.8600006103516,234.8600006103516,164489700.0
2023-06-09,AAPL,181.5,182.22999572753903,180.6300048828125,180.9600067138672,180.24819946289065,48870700.0
2023-06-09,GOOG,122.55999755859376,124.28500366210938,122.41999816894533,122.87000274658205,122.87000274658205,20304500.0
2023-06-09,MSFT,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,324.8383483886719,22514900.0
2023-06-09,NFLX,424.5,425.8999938964844,414.760009765625,420.0199890136719,420.0199890136719,12363000.0
2023-06-09,TSLA,249.07000732421875,252.4199981689453,242.0200042724609,244.3999938964844,244.3999938964844,199882300.0
2023-06-12,AAPL,181.2700042724609,183.88999938964844,180.97000122070312,183.7899932861328,183.0670623779297,54274900.0
2023-06-12,GOOG,123.3949966430664,124.75,122.3499984741211,124.3499984741211,124.3499984741211,22255700.0
2023-06-12,MSFT,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,329.8681335449219,24260300.0
2023-06-12,NFLX,418.8299865722656,424.7000122070313,416.5700073242188,423.9700012207031,423.9700012207031,5959500.0
2023-06-12,TSLA,247.94000244140625,250.97000122070312,244.58999633789065,249.8300018310547,249.8300018310547,150337900.0
2023-06-13,AAPL,182.8000030517578,184.1499938964844,182.44000244140625,183.3099975585937,182.5889434814453,54929100.0
2023-06-13,GOOG,125.6500015258789,125.86000061035156,123.84500122070312,124.43000030517578,124.43000030517578,19287700.0
2023-06-13,MSFT,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,332.2935485839844,22951300.0
2023-06-13,NFLX,430.010009765625,437.2699890136719,428.3999938964844,435.7300109863281,435.7300109863281,7820500.0
2023-06-13,TSLA,253.509994506836,259.67999267578125,251.33999633789065,258.7099914550781,258.7099914550781,162384300.0
2023-06-14,AAPL,183.3699951171875,184.38999938964844,182.0200042724609,183.9499969482422,183.22642517089844,57462900.0
2023-06-14,GOOG,123.8000030517578,124.79000091552734,122.16000366210938,124.37999725341795,124.37999725341795,24659600.0
2023-06-14,MSFT,334.3399963378906,339.0400085449219,332.8099975585937,337.3399963378906,335.3253479003906,26003800.0
2023-06-14,NFLX,434.989990234375,447.3299865722656,433.5,440.8599853515625,440.8599853515625,8413100.0
2023-06-14,TSLA,260.1700134277344,261.57000732421875,250.5,256.7900085449219,256.7900085449219,170575500.0
2023-06-15,AAPL,183.9600067138672,186.5200042724609,183.77999877929688,186.009994506836,185.27833557128903,65433200.0
2023-06-15,GOOG,123.87999725341795,126.16000366210938,123.13999938964844,125.79000091552734,125.79000091552734,24517100.0
2023-06-15,MSFT,337.4800109863281,349.8399963378906,337.20001220703125,348.1000061035156,346.0210876464844,38899100.0
2023-06-15,NFLX,444.1000061035156,448.6499938964844,439.5,445.2699890136719,445.2699890136719,7099900.0
2023-06-15,TSLA,248.3999938964844,258.95001220703125,247.2899932861328,255.8999938964844,255.8999938964844,160171200.0
2023-06-16,AAPL,186.72999572753903,186.9900054931641,184.2700042724609,184.9199981689453,184.192611694336,101235600.0
